% BR,% MC,T (C),P (atm),ER,SR,O/C,H/C,CO2,H2,N2,CO,CH4,H2/CO,% CC,Y (Nm3/kg),HHV (MJ/kg),% CGE
33.33333333333333,0.0,990.0,1.0,0.3,0.27335609214543427,1.218553754770875,1.3920879007073885,3.0154874006304313,20.280798396202517,41.56104173146682,30.769000478873522,0.001068060041718651,0.6591308810998795,99.95204694407998,1.9610418683740003,13.87447892191811,88.5516040699963
33.33333333333333,0.0,1021.0,1.0,0.42,0.27335609214543427,1.4819359234847331,1.3920879007073883,6.341026565704083,13.522448276221773,49.7699569634413,22.610554602022283,6.751027738938625e-05,0.5980591150564846,99.99178913192638,1.807526060127698,11.901838051000935,67.43499748982745
20.0,0.0,1045.0,1.0,0.37,0.3200266444629475,1.3822818086174993,1.4543289150166987,4.757445621837129,16.331909306342656,46.65811620182237,25.45103298257064,0.0001076310149144988,0.6416992708125859,99.98852042033806,1.979652840330785,13.41948311854448,75.20484946310448
33.33333333333333,0.0,953.0,1.0,0.34,0.3400283097418817,1.3730200286052754,1.525432335900283,5.199467402173054,18.464632119519784,43.65518393729202,26.13614960725437,0.0007780245921456671,0.7064786664059622,99.96779966908032,1.9504494690395133,12.708627106357268,79.55332567022784
