% BR,% MC,T (C),P (atm),ER,SR,O/C,H/C,CO2,H2,N2,CO,CH4,H2/CO,% CC,Y (Nm3/kg),HHV (MJ/kg),% CGE
20.0,0.0,940.0,1.0,0.32,0.3266938662225922,1.293261358124214,1.4924713890441972,3.8999463691828162,19.826111144819304,42.95116897888182,27.936045990916497,0.0018056042673292151,0.7096963955194601,99.90854125398093,2.0158118294088467,13.545361361673638,83.23076053192356
